Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity
Norway,1,1.9359960228066446,1.5061876531552305,1.2035765800490332,1.0381665209638362,1.5158356489646894,1.903084373389493,0.8569643023803373
Denmark,2,1.922692834477765,1.1865176841055864,1.2650362262941413,1.0208120485274403,1.4528586062752402,2.7399978431886822,0.8068563368194076
Iceland,3,1.9067296851027675,1.1823454041902448,1.4726687710486062,1.1942586537718853,1.460589810468872,0.30006608515314714,1.702013135587924
Switzerland,4,1.8978608928835088,1.38344190651263,1.1455612185928052,1.2982724874505802,1.41315530673148,2.4068085657138694,0.3250276966136381
Finland,5,1.8756893352226598,1.0939854399424855,1.227056668713626,1.0910264940039271,1.398977777997491,2.56079976184094,-0.010426143787845017
Netherlands,6,1.7940983075095733,1.2379242653621116,0.8383246039694037,1.0975369119806992,1.1811609766316684,1.5744422583681077,1.66442040419138
Canada,7,1.74000002821144,1.1789393685972305,1.0213612999681398,1.1985138454060003,1.3531626292559462,1.6209200172245415,1.404268267834772
New Zealand,8,1.7382264389225077,1.0037067385211236,1.254815780593474,1.1231967012479411,1.372968433182302,2.5628243829087545,1.8841183665811911
Sweden,9,1.7116204851520294,1.2151378758762792,1.0102315930588537,1.1829303095708597,1.365356826846565,2.578436670062125,1.0310462249868104
Australia,10,1.7116204851520294,1.191362133094463,1.121569046005804,1.2379927919973825,1.289666133203724,1.757226365962205,1.7180839323165498
Israel,11,1.6486534136346374,0.9314100519473864,0.6544515042306834,1.2147907731677638,-0.018709914568323504,-0.3738016413575102,0.6192955311978475
Costa Rica,12,1.5298144735301709,0.29799287550717685,0.7945451755568409,0.8809249567226694,1.1460279098974608,-0.22711087469815866,-0.24020448541908312
Austria,13,1.4650738127238463,1.1977572605041902,0.9466095371445642,1.1171398004352597,1.063322801889284,0.9665259602255649,0.517986621740958
United States,14,1.4535446365711886,1.3388095958134492,0.80682769578417,0.9434596262842826,0.6484705229448596,0.12353995069690342,1.0844872531586514
Ireland,15,1.4393550764851237,1.3136502931796084,1.2898656352779145,1.0936711700136303,1.0990666150177908,1.729638109912634,1.3470915475253071
Germany,16,1.4162967241798095,1.199726872208097,0.9905280192401302,1.0478328937554264,1.0281765793907127,1.5159229451276712,0.6653450354964373
Belgium,17,1.363084816638852,1.1421667465069738,0.9548786516708999,1.1288341365189818,0.8760780036172077,1.265372558721798,-0.1144824729077095
Luxembourg,18,1.338252875044596,1.8053543338471187,0.938362904351424,1.2430823744984552,1.2563613190571519,1.931412892545925,0.27018156903564394
United Kingdom,19,1.2061111694985394,1.089364952573028,1.0741355032946927,1.0748537389834085,0.6648538348378857,1.404370265302505,1.8302944521486897
Chile,20,1.1511256726686503,0.6391159802904239,0.33222373686010837,1.134707158570475,-0.21329762265541852,-0.4029544642178687,0.5938369223806214
United Arab Emirates,21,1.147578071203487,1.5297436975464165,0.2707058046401139,0.7424988056378024,1.334731802035814,1.9872208487811083,0.848997561778289
Brazil,22,1.13604931793812,0.29238275062648084,0.8465903878685892,0.2759615623006209,0.19174145271925022,-0.11869343118011073,-0.629228128890619
Czech Republic,23,1.1129909656327952,0.8772892150238715,0.8555980689627172,0.8594898387464628,0.5495200392397562,-0.851134623074453,-1.1818590604509802
Argentina,24,1.1041221734135451,0.4782103569072145,0.8785290204779596,0.6085155084618408,0.5734178838738698,-0.6254711720571541,-1.0229374705318046
Mexico,25,1.085498217217851,0.40165072575239213,0.07670884738770123,0.6713233477057164,0.026379275175819575,0.09526981144778733,-0.9370884811869159
Singapore,26,1.0801770264637551,1.6869423013836022,0.5759573654893908,1.684893347491797,0.9434291386292778,3.367022164395707,0.7375235323200733
Malta,27,1.0402683072516867,0.8548720211518088,1.0460270918937813,1.14513653993902,1.2037849047494726,0.2955217167003155,2.440339411421371
Uruguay,28,0.9755276464453536,0.5551337835859765,0.7799616083056519,0.7104158714409358,1.141082538473653,0.5421937361652686,-0.5343452088634494
Guatemala,29,0.9755276464453536,-0.268734754979828,0.23290027232753982,-0.04697620568282585,0.8194934664320633,-0.452935679250226,0.2724697913871619
Panama,30,0.973754057156421,0.5937304991705591,0.6436340436155542,0.6551458002346346,0.9446749496489801,-0.5145089822013243,-0.27039759598495244
France,31,0.9648852649371623,1.0638293489440875,0.6945684917768579,1.2404432476420388,0.4109093112197286,0.48733015213356595,-0.8717947828941635
Thailand,32,0.9489216926748745,0.3412953430371544,0.8273347833999082,0.4058210818816722,1.1464899562884505,-0.9030450219961662,2.420930671723939
Taiwan Province of China,33,0.9471481033859428,1.070273929807871,0.6833526048903714,1.0268157279154184,-0.3164908403692218,-0.5851152890987183,0.08542940938525226
Spain,34,0.9302977364791896,0.9529043988926756,1.1985731454313056,1.4287356035687029,-3.171911211980866e-05,-0.515198070981378,-0.42241952446508224
Qatar,35,0.9054657948849334,2.112488136513574,0.2982492584127807,0.6718273117178645,1.3065449788879488,3.120224561956312,0.6222075520227006
Colombia,36,0.8895022226226464,0.20481006262976179,0.7448805289918172,0.1848747334380709,0.4595025188703278,-0.7544642609822209,-0.7284907264636932
Saudi Arabia,37,0.8779730464699889,1.3015313547879275,0.3414878762438687,0.1642253251204441,0.2739875042828858,1.4833598974798992,-0.7389001971116687
Trinidad and Tobago,38,0.7218861939741423,0.8979684326233082,0.6682065779813353,-0.13269826448811534,0.7346854294226217,-1.1265468540082384,0.5836693622003554
Kuwait,39,0.666013902499787,1.5455008753928536,0.24726651615797227,0.341780069436896,0.5855799893726173,0.908293546731154,-0.13840254889711578
Slovakia,40,0.6598059171012165,0.8122280803632381,1.1041673518676924,0.6829773263109883,-0.7555782299070136,-0.9760907855244404,-0.8213114734438716
Bahrain,41,0.6500503302375,1.2008924389610158,0.46872657580336363,0.43076326473522225,0.8558536071882323,1.3216137321029553,-0.552421389019874
Malaysia,42,0.6473899463040926,0.730741577796167,0.33439280778359015,0.28540723013193775,-0.043614972495653284,-0.567633447910942,1.2633563631956368
Nicaragua,43,0.635860770151435,-0.5898890381887313,0.34336718260635424,0.43060637503774346,0.25928155234678485,0.07468273269619707,0.4078365002802102
