Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity
Switzerland,1,1.9373600501113422,1.369621243998616,1.3202814206412974,1.2634080915382666,1.57743783879044,2.309651591604854,0.47103970566190306
Iceland,2,1.9145806263153111,1.1352262511271296,1.5144577581940113,1.2894338311493256,1.3324558930104324,-0.016479530744809335,1.5758563675899562
Denmark,3,1.8847921490435782,1.1928606925211591,1.361054031732127,0.992228817182163,1.46965909688342,2.8427738001152014,0.8242927968933429
Norway,4,1.8804114906212646,1.5251297173454597,1.2519219209262302,1.0351448963847987,1.605131450052528,1.8520807981271692,0.8686375023606385
Canada,5,1.7971789805973037,1.1948764048497067,1.2212043440068516,1.118053726783835,1.360415788996194,1.555725358187101,1.748563157990263
Finland,6,1.7787802152235863,1.1051896488980306,1.2051825862611325,1.0509795897519012,1.4184658587571086,2.2590053996692414,-0.02997627914448946
Netherlands,7,1.75424852805863,1.2027152861273922,1.0648909190118372,1.06612405289531,1.245846786635489,1.4601996199323077,1.8910205243039504
Sweden,8,1.7419826844761512,1.2083642577148035,1.0976710670433079,1.1393290583847626,1.539026267400477,2.4656017469709473,0.9924067427988226
New Zealand,9,1.6736444130880572,1.0054741019783957,1.210375845668365,1.1291786139186712,1.4030879159649394,2.3885459896035637,1.8823891441326372
Australia,10,1.6718921497191321,1.2130178158066358,1.1719236270786397,1.2233341367861372,1.4820413365342577,1.7797052169122514,1.5704716533546417
Israel,11,1.6666353596123553,0.951696887879735,0.8577498487545415,1.1515095917440725,-0.10268562523016786,-0.5480138223462845,0.7477189929882089
Costa Rica,12,1.6210765120202932,0.27284976923218507,0.9091299684218477,0.9338840623910685,1.3656749122887537,-0.3141721638712959,0.13995896716411135
Austria,13,1.5982970882242622,1.2221009639537947,1.1270258737636252,1.0562984226521335,1.3028982886826272,0.3621968647341663,0.7410672871681144
Mexico,14,1.5869073763262467,0.4340072141664399,-0.2818943539305991,0.7478061144386775,0.3541258182324446,0.5824994421966644,-0.7645938373946718
United States,15,1.52733042178278,1.3646441765207205,0.9431255601443727,0.940055532626452,0.7817125132718438,0.12935810114899182,1.2967222840681394
Brazil,16,1.4081765126958472,0.33620783822579425,0.8906773232940189,0.2710600387552865,0.4119096032696853,0.2656682315895587,-0.7250003503703005
Luxembourg,17,1.375759640370726,1.7862017918984652,0.8419122491438309,1.1720946931213063,1.2463127849019184,1.9603098716529408,0.3408563203257706
Ireland,18,1.37050285026395,1.2189405261053314,1.3938341797635982,1.076233895583537,1.259227594000104,1.2001991197480013,1.7556899856546495
Belgium,19,1.3678744552105617,1.1489131866913422,1.0851114822357444,1.0816745338173623,1.0377452750843197,0.6851290192543076,-0.11716113757215467
United Arab Emirates,20,1.3363337145699026,1.4461685418086483,0.4961369348523146,0.7267337917270712,1.4176670045860869,2.0259159123616137,0.21368204000349078
United Kingdom,21,1.3065452372981696,1.0457634632119592,1.0844485129497146,1.1334824023722938,1.1159664126635336,1.4813439871925553,2.23168288666164
Oman,22,1.2942793937156911,1.2790386159009188,0.3343355974340538,0.5379761264356315,1.3588846518350686,1.519537567579642,-0.17322551519866425
Venezuela,23,1.256605731283793,0.4929854637795011,0.9757215500408355,0.3664742167365479,0.0030959812492975616,-0.2735549208338246,-1.4165401947379672
Singapore,24,1.2460921510702407,1.6815589481757134,0.1066424793098362,1.603732193597386,0.7582794575885389,2.9140629118661536,0.5840395176294584
Panama,25,1.2355785708566873,0.5409892796038028,0.7640870212893383,0.675413144506512,0.7554834679899629,-0.423905579731789,0.05578321375029851
Germany,26,1.204037830216029,1.1989327148441917,1.1356076428550101,1.062145078664602,1.23925623972456,0.6268775410709385,0.3551099756545444
Chile,27,1.1339472954590097,0.6495391212967025,0.4914224865961032,0.9269817601541265,0.08457910669351737,-0.12312068736170902,0.7628437050315185
Qatar,28,1.082255526075708,2.1010261952127425,0.32247581353952154,0.6783364725127462,1.4098781764186246,3.1646194851713774,0.7002859955330123
France,29,1.0507147854350498,1.0741576331733524,0.9920011291755664,1.2811104666871305,0.8088069839056654,0.5268387758119816,-0.9025375461875809
