Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity
Slovenia,51,0.5126599339371033,0.8384502075797623,0.9713393480080706,1.0480982372217433,1.102473173955943,-0.634227450755554,-0.21401377729201232
Romania,52,0.5099715497241774,0.5747957018184484,0.019120099710084472,0.5213217254285103,0.4539362520885218,-1.1540860169486309,-0.9475513868568225
Latvia,53,0.49921801287247375,0.6567077812782736,0.7988118186997245,0.298454739669835,-0.5651931965602833,-0.4782698808976308,-0.9067992974365553
Japan,54,0.4830877075949191,1.0304316438137286,0.8253545155163932,1.5829790030425646,0.6083498049140984,0.3950925103067384,-1.0392435880524238
Mauritius,55,0.46158063389151255,0.50824213725734,0.5765167328601251,0.3511323908491583,0.7998226104178128,-0.6446246220794154,0.6519681228886662
Jamaica,56,0.460684505820537,-0.18545078566805895,0.9282074656809844,0.3876015339733048,0.7442337314006051,-0.8421708772327847,-0.866047208016288
South Korea,57,0.4472425847559082,0.958758574286381,-0.03064745682116959,1.4492588115873593,-1.3002017080100274,-0.634227450755554,-0.06119344196601035
Northern Cyprus,58,0.41139746191689736,0.8640477324109578,-0.007422597106584167,1.2628609689528307,0.25011036235876066,0.4366811956021846,-0.020441352545743082
Russia,59,0.38899426014251526,0.6643870387276326,0.8817577462518144,0.006701594676659416,-0.34283768049145297,-0.9045539051759538,-1.181875901023359
Kazakhstan,60,0.3710716987230102,0.6439090188626762,1.0045177190289067,0.13636965911807075,-0.0031278642751847146,0.09357454191475376,-0.3362700455528141
Cyprus,61,0.34598011273570217,0.8640477324109578,-0.07377933914825577,1.2628609689528307,-0.19460066977889975,-0.8005821919373385,0.2138831616207937
Bolivia,62,0.3370188320259497,-0.35951395452018836,0.03239144811841879,-0.36204196357860363,0.9357065369043202,-0.6030359367839693,-0.40758620203828183
Estonia,63,0.32536916710327124,0.7898149104004905,1.0576031126622438,0.5658951225802454,0.6083498049140984,0.6446246220794153,-0.9679274315669562
Paraguay,64,0.27339373898670566,-0.14449474593814607,1.024424741641408,0.07153562689736509,0.5342312995578216,-0.39509251030673853,-0.19363773258187866
Peru,65,0.257263433709151,0.10892074989068982,0.11865521277259185,0.31061112071121727,0.4662893363145679,-0.8109793632612,-0.9067992974365553
Kosovo,66,0.25636730563817545,-0.09329969627575498,0.055616307833003475,-0.07839307261301677,-0.04018711695332311,-0.925348247823677,0.947420771185604
Moldova,67,0.23665248807671924,-0.6001306879334262,0.29118274208093725,0.09179626196633561,-1.3743202133663042,-1.1644831882724924,-0.10194553138627732
Turkmenistan,68,0.23306797579281854,0.318820453506493,1.060920949764327,-0.3255728204544567,-0.23165992245703815,-0.7797878492896155,0.18331909455559325
Hungary,69,0.21872992665721422,0.7155820883900237,0.6229664522892953,0.5456344875112749,-1.2075535763146814,-0.9357454191475385,-1.2226279904436264
Libya,70,0.17033901082454933,0.2394681265297868,0.453756760083033,-0.17969624795786895,0.2562869044717837,0.3742981676590153,-0.6622867609149519
Philippines,71,0.13270163184358813,-0.29807989492531906,0.327678950203857,-0.3417813285096331,1.1642385950861736,-0.07278019926703086,-0.6215346714946847
Honduras,72,0.1147790704240823,-0.6948415298088497,-0.027329619719085645,0.09990051599392383,0.027754846289930614,-0.39509251030673853,0.16294304984545963
Belarus,73,0.09596038093360168,0.3776947606182425,0.944796651191402,0.41596642306986353,-0.9110795548895747,0.4366811956021846,-0.8151070962409539
Turkey,74,0.09596038093360168,0.6567077812782736,0.5532918731455397,0.35923664487674656,-0.8060783389681826,-0.031191513971584667,-0.76416698446562
Pakistan,75,0.0861029721528744,-0.6129294503490239,-1.3378752750420984,-0.7024206327373081,-0.744312917837952,0.010397171323861526,0.35651547459172883
Hong Kong,76,0.048465593171912374,1.3145641694399988,0.25468653395801827,1.753168337621917,0.42923008363642956,1.8610936669712155,0.6621561452437331
Portugal,77,0.030543031752407343,0.7590978806030558,0.7158658911476354,1.1615577936079782,0.663938683931306,-0.9877312757668462,-1.2837561245740272
Serbia,78,0.019789494900703686,0.21387060169859126,0.5167956650226206,0.3551845178629524,-1.028433855037013,-0.7174048213464462,-0.47890235852374924
Greece,79,-0.016055627938307185,0.672066296176991,-0.03728313102533675,1.1412971585390077,-1.9981509667816333,-0.7070076500225847,-1.8440973541027015
Lebanon,80,-0.016055627938307185,0.18827307686739572,-0.11359338437325872,0.7603972192423625,0.29952269926294517,0.24953211177267698,0.33613942988159523
Montenegro,81,-0.025913036719034475,0.32138020598961226,0.2181903258350985,0.5334781064698926,-1.2075535763146814,-0.3223123110397077,-0.713226872690286
Croatia,82,-0.04921236656439214,0.5722359493353286,-0.17331445221076314,0.5658951225802454,-0.4601919806388912,-0.7589935066418925,-0.6215346714946847
Dominican Republic,83,-0.06623879991292239,0.23178886908042814,0.7556799363726384,0.067483499883571,0.7627633577396743,-0.06238302794316931,-0.6215346714946847
Algeria,84,-0.072511696409749,0.2241096116310695,-0.19653931192534857,0.36328877189054065,-2.3316842408848784,0.23913494044881545,-1.2837561245740272
Morocco,85,-0.10925294731973544,-0.28784088499284083,-1.381007157369185,0.29035048564224675,0.03393138840295368,-0.39509251030673853,-1.5792087728709645
China,86,-0.11642197188753682,0.24970713646226503,-0.23635335715035152,0.8171269974354799,0.8801176578871126,-0.09357454191475396,-1.5486447058057642
Azerbaijan,87,-0.15674773508142473,0.3392984733714494,-0.17331445221076314,0.022910102731835833,-0.1513648749877383,0.6654189647271384,-1.5282686610956304
Tajikistan,88,-0.1585399912233751,-1.0685653923443044,-0.15672526670034562,0.0026494676628653112,-1.0037276865849207,-0.8109793632612,0.06106282629479145
Macedonia,89,-0.17108578421702908,0.17291456196867838,0.08547684175175606,0.3794972799457166,-0.3737203910565683,-0.6238302794316923,-0.08156948667614397
Jordan,90,-0.19259285792043562,-0.17777152821870026,0.1717406064059284,0.19309943731118823,0.0833437253071382,0.2287377691249539,-0.5196544479440165
Nigeria,91,-0.19796962634628665,-0.5182186084736007,-0.13681824408784413,-2.22602038992389,0.04628447262899981,-0.8317737059089231,0.20369513926572688
Kyrgyzstan,92,-0.21947670004969316,-0.9252192532896093,0.6727340088205486,-0.013559040392311105,0.5280547574447986,-0.8005821919373385,1.0187369276710716
Bosnia and Herzegovina,93,-0.2212689561916443,0.06028545271141829,-0.4486949316836999,0.6509897898699216,-1.077846191941197,-1.1644831882724924,0.35651547459172883
Mongolia,94,-0.224853468475545,0.05772570022829873,1.00783555613099,-0.09054945365439909,-0.3675438489435452,-0.8317737059089231,0.7334723017292007
Vietnam,95,-0.24456828603700118,-0.4516650439124923,0.5035243166142863,0.4240706770974518,1.009825042260597,-0.3431066536874308,-0.040817397255876714
Indonesia,96,-0.2535295667467537,0.019329412981505416,0.005848751301750151,-0.30531218538548616,0.5157016732187524,-0.9773341044429846,3.086905465749633
Bhutan,97,-0.2633869755274818,-0.2443250927798084,0.4039892035517789,-0.28505155031651563,0.5342312995578216,0.6134331081078309,1.8643427831416164
Somalia,98,-0.35299978262500853,-2.281888069342972,-1.663023311046289,-1.9545278799996855,1.3557114005898887,1.7675191250564615,0.5806519664031985
Cameroon,99,-0.35927267912183597,-0.9124204908740116,-1.0691304697733288,-1.6830353700754808,-0.0031278642751847146,-0.7174048213464462,0.02031073687452418
Bulgaria,100,-0.39691005810279717,0.41609104786503603,1.0011998819268226,0.4645919472353928,-0.5898993650123756,-1.0709086463577386,-1.1920639233784258
Nepal,101,-0.4444048458644865,-1.1939932640171624,0.04898063362883632,-0.2364260261509864,0.4415831678624757,-0.35350382501129235,1.2326853971274743
Venezuela,102,-0.5107183231166564,0.2676254038441019,0.8485793752309786,0.24172496147671746,-1.985797882555587,-0.6238302794316923,-1.2735681022189604
Gabon,103,-0.5537324705234695,0.3700155031688841,-0.16336094090451278,-0.78346317301319,-0.6084289913514448,-0.6238302794316923,-1.5180806387405636
Palestinian Territories,104,-0.5671743915880982,-0.6385269751802195,0.01248442550591731,0.01885797571804173,-1.16431778152352,-0.37429816765901547,-0.9679274315669562
South Africa,105,-0.5842008249366285,0.12427926478940686,0.652826986208047,-1.0833205720339536,0.379817746732245,-0.5822415941362462,-0.7947310515308205
Iran,106,-0.5994350021432084,0.42888981028063355,-1.467270922023358,0.3794972799457166,0.027754846289930614,0.17675191250564615,1.028924950026138
Ivory Coast,107,-0.6316956126983179,-0.8970619759752942,-1.132169374712917,-2.096352325482479,0.07716718319411513,-0.09357454191475396,-0.35664609026294775
Ghana,108,-0.6442414056919719,-0.7665145993361973,-1.052541284262911,-1.054955682937395,0.2748165308108529,-0.8629652198805078,0.3157633851714616
Senegal,109,-0.6675407355373287,-1.1837542540846842,-0.3192992847024407,-0.6659514896131612,-0.2996018857002915,-0.31191513971584617,-0.438150269103482
Laos,110,-0.6747097601051308,-0.43886628149689455,-0.5946797641753774,-0.6335344735028084,1.0592373791647816,0.6446246220794153,0.4991477875626643
Tunisia,111,-0.7024897303053648,0.02188916546462497,-1.0193629132420752,0.3754451529319225,-1.1334350709584047,-0.5094613948692154,-1.4365764599000292
Albania,112,-0.7078664987312158,0.06284520519453785,-1.3146504153275138,0.7806578543113329,-0.219306838230992,-0.8317737059089231,-0.3260820231977473
Sierra Leone,113,-0.7213084197958454,-1.6265914336643665,-1.327921763735848,-2.420522486586007,-0.6146055334644679,-0.6134331081078308,0.5806519664031985
Congo (Brazzaville),114,-0.7320619566475483,-0.5361368758554373,-1.334557437940015,-1.0306429208546304,0.3674646625061989,-0.3639009963351539,-0.9169873197916221
Bangladesh,115,-0.7849335128350894,-0.9200997483233702,-1.2051617909587555,-0.07434094559922266,0.7751164419657205,0.3327094823635691,-0.28532993377748
Sri Lanka,116,-0.8109212268933722,0.06796471016077694,0.3343146244080241,0.3025068666836291,0.8059991525308358,-0.6446246220794154,1.2836255089028084
Iraq,117,-0.8243631479580009,0.30346193860777565,-0.803703501606643,-0.24858240719236874,-0.9296091812286439,-0.1767519125056462,-0.3362700455528141
Mali,118,-0.8324283005967786,-1.3347796505887377,0.06556981913925458,-1.8045991804893036,-0.5404870281081912,-0.5822415941362462,-0.42796224674841515
Namibia,119,-0.8378050690226305,-0.04466439909648345,0.22482600003926567,-0.9414961265511601,0.39834737307131424,-0.4990642235453539,-1.3245082139942945
Cambodia,120,-0.8449740935904326,-0.8765839561103378,-0.4155165606628641,-0.5687004412821027,1.4915953270763953,-0.4886670522214923,0.7640363687944013
Burkina Faso,121,-0.8530392462292097,-1.4781257896434328,-0.38565602674411226,-1.3912822250823054,-0.8801968443244593,0.1663547411817846,-0.06119344196601035
Egypt,122,-0.8575198865840867,-0.016507121782168347,-0.62454029809413,-0.17969624795786895,-0.8801968443244593,-0.05198585661930776,-0.9067992974365553
Mozambique,123,-0.8593121427260371,-1.7750570776853005,-1.0326342616504094,-1.7195045131996276,0.472465878427591,0.4782698808976308,0.25463525104106066
Kenya,124,-0.8655850392228637,-1.0199300951650327,-0.5482300447462073,-0.580856822323485,0.3056992413759682,-0.5926387654601077,1.7420865148808145
Zambia,125,-0.8951572655650479,-0.8433071738297836,-0.5515478818482913,-1.2251450175167473,0.29952269926294517,-0.31191513971584617,0.4074555863670629
Mauritania,126,-0.9139759550555285,-0.8561059362453813,0.10538386436425753,-1.2373013985581296,-2.0105040510076795,-0.1975462551533693,-0.47890235852374924
Ethiopia,127,-0.9193527234813803,-1.4934843045421502,-0.873378080750398,-0.8361408241925135,-0.015480948501230845,0.3535038250112922,0.39726756401199614
Georgia,128,-0.9283140041911329,-0.09841920124199409,-2.0611637632963187,0.1849951832836,-0.49107469120400654,1.0709086463577384,-1.4569525046101628
Armenia,129,-0.9453404375396631,-0.1931300431174176,-0.7406645966670549,0.27819410460086447,-1.2013770342016585,-0.8733623912043693,-1.0596196327625573
Myanmar,130,-0.9569901024623415,-0.5361368758554373,-0.130182569883677,-0.6821599976683377,0.7751164419657205,0.6862133073748614,4.248340014227249
Chad,131,-0.9632629989591681,-1.3654966803861723,-1.0160450761399915,-2.2057597548549195,-1.6399115242262958,-0.5406529088408001,-6.530783560944914e-05
Congo (Kinshasa),132,-1.0134461709337834,-2.1052651480077227,-0.25626037976285304,-1.5938885757720107,-0.8801968443244593,-0.6238302794316923,0.16294304984545963
India,133,-1.0627332148374231,-0.436306529013775,-1.546899012473364,-0.45524088489586806,0.5218782153317755,-0.1975462551533693,-0.0917575090312108
Niger,134,-1.0842402885408295,-1.9465604940543106,-1.1487585602233348,-1.525002416537511,-0.3984265595086605,-0.13516322721020002,-0.06119344196601035
Uganda,135,-1.0887209288957065,-1.4576477697784764,-0.40888088645869697,-1.4601683843168052,-0.027834032727276976,-0.5302557375169386,0.7946004358596017
Benin,136,-1.1066434903152116,-1.3143016307237814,-2.791087925754705,-1.448012003275423,-0.08959945385750764,-0.46787270957376925,-0.18344971022681186
Sudan,137,-1.108435746457162,-0.7332378170556431,0.08879467885383927,-1.1562588582822475,-2.708453309779285,-0.31191513971584617,-0.47890235852374924
Ukraine,138,-1.1406963570122721,-0.25200435022916706,0.6627804975142981,0.04722286481460046,-1.8005016191648955,-1.0501143037100156,0.06106282629479145
Togo,139,-1.2338936763937,-1.618912176215008,-2.4526685413421805,-1.3953343520960995,-0.12665870653564604,-0.11436888456247692,-0.23438982200214595
Guinea,140,-1.2652581588778347,-1.401333215149846,-1.3975963428796028,-1.5655236866754518,-0.3737203910565683,-0.18714908382950776,0.040686781584657813
Lesotho,141,-1.405054137949977,-1.0736848973105435,0.005848751301750151,-2.100404452496273,-0.19460066977889975,-2.2920733411616135e-17,-0.6622867609149519
Angola,142,-1.4167038028726555,-0.413268756665699,-0.292756587885772,-1.3305003198753937,-2.807277983587654,-0.5302557375169386,-1.0392435880524238
Madagascar,143,-1.435522492363136,-1.6112329187656493,-1.012727239037908,-0.7915674270407782,-1.4422621766095578,-0.6550217934032769,-0.2649538890673464
Zimbabwe,144,-1.509004994183108,-1.368056432869292,-0.39560953805036264,-1.41559498716507,-0.2996018857002915,-0.13516322721020002,-0.4992784032338829
Afghanistan,145,-1.5627726784416245,-1.4320502449472807,-2.243644803910915,-1.3872300980685113,-2.282271903980694,-0.7901850206134771,0.10181491571505873
Botswana,146,-1.6004100574225861,0.32138020598961226,-0.130182569883677,-0.7307855218338669,0.6330559733661907,-0.20794342647723085,-1.4162004151898955
Malawi,147,-1.6030984416355116,-1.8057741074827351,-2.2303734555025807,-1.1805716203650123,0.472465878427591,-0.33270948236356923,0.295387340461328
Haiti,148,-1.6075790819903881,-1.475566037160313,-1.656387636842122,-1.2494577795995119,-2.6528644307620772,-0.08317737059089242,2.149607409083487
Liberia,149,-1.6855422241652365,-2.087346880625886,-1.1786190941420869,-1.338604573902982,-0.219306838230992,-0.8525680485566463,0.25463525104106066
Syria,150,-1.7151144505074205,-0.5182186084736007,-2.7579095547338692,-0.2364260261509864,-2.2637422776416245,0.3327094823635691,1.986599051402418
Rwanda,151,-1.7635053663400853,-1.4320502449472807,-1.052541284262911,-0.7996716810683665,1.121002800295012,3.451860879522031,0.19350711691066008
Yemen,152,-1.8110001541017746,-1.15047747180413,-0.46528411719411816,-1.0306429208546304,-1.3002017080100274,-0.4990642235453539,-0.9984914986321565
Tanzania,153,-1.8575988137924888,-1.1172006895235758,-0.7373467595649713,-0.8766620943304545,0.1636387727764377,-0.1559575698579231,0.9066686817653367
South Sudan,154,-1.9015090892702768,-1.4192514825316827,-2.0080783696629814,-1.7032960051444512,-2.1155052669290715,-0.06238302794316931,0.4380196534322634
Central African Republic,155,-2.054746989407048,-2.2204540097481025,-4.0253233277297955,-2.380001216448066,-0.9234326391156208,-0.769390677965754,0.3768915193018625
Burundi,156,-2.2142577860406463,-2.048950593379093,-1.945039464723393,-1.8329640695858624,-2.405802746241155,-0.37429816765901547,-0.3260820231977473
